'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'0:01.104',-0.360,-0.160,0.080,0.410
'0:01.106',-0.330,-0.160,0.070,0.380
'0:01.108',-0.320,-0.140,0.080,0.370
'0:01.110',-0.320,-0.140,0.080,0.360
'0:01.112',-0.300,-0.140,0.080,0.350
'0:01.114',-0.280,-0.150,0.060,0.330
'0:01.116',-0.270,-0.150,0.060,0.330
'0:01.118',-0.260,-0.140,0.060,0.320
'0:01.120',-0.240,-0.120,0.060,0.330
'0:01.122',-0.220,-0.090,0.060,0.330
'0:01.124',-0.210,-0.090,0.060,0.310
'0:01.126',-0.200,-0.090,0.050,0.300
'0:01.128',-0.190,-0.100,0.030,0.300
'0:01.130',-0.170,-0.120,0.020,0.290
'0:01.132',-0.160,-0.130,0.010,0.270
'0:01.134',-0.170,-0.120,0.010,0.280
'0:01.136',-0.180,-0.090,0.020,0.300
'0:01.138',-0.160,-0.100,0.020,0.270
'0:01.140',-0.150,-0.120,0.020,0.230
'0:01.142',-0.140,-0.140,0.010,0.210
'0:01.144',-0.130,-0.140,0.020,0.210
'0:01.146',-0.120,-0.160,0.020,0.190
'0:01.148',-0.110,-0.150,0.020,0.180
'0:01.150',-0.120,-0.120,0.030,0.200
'0:01.152',-0.120,-0.100,0.030,0.200
'0:01.154',-0.110,-0.120,0.010,0.190
'0:01.156',-0.100,-0.130,0.000,0.160
'0:01.158',-0.100,-0.130,0.010,0.140
'0:01.160',-0.100,-0.130,0.010,0.150
'0:01.162',-0.100,-0.120,0.000,0.170
'0:01.164',-0.120,-0.090,0.000,0.200
'0:01.166',-0.130,-0.070,0.010,0.220
'0:01.168',-0.130,-0.050,0.020,0.230
'0:01.170',-0.130,-0.040,0.030,0.220
'0:01.172',-0.120,-0.050,0.040,0.190
'0:01.174',-0.110,-0.050,0.040,0.170
'0:01.176',-0.110,-0.040,0.040,0.170
'0:01.178',-0.150,-0.020,0.060,0.200
'0:01.180',-0.160,-0.020,0.070,0.200
'0:01.182',-0.160,-0.030,0.060,0.190
'0:01.184',-0.160,-0.030,0.060,0.180
'0:01.186',-0.160,-0.020,0.060,0.170
'0:01.188',-0.140,-0.030,0.050,0.140
'0:01.190',-0.110,-0.030,0.030,0.120
'0:01.192',-0.110,0.000,0.030,0.120
'0:01.194',-0.110,0.030,0.030,0.130
'0:01.196',-0.110,0.040,0.030,0.140
'0:01.198',-0.090,0.050,0.040,0.140
'0:01.200',-0.080,0.060,0.050,0.140
'0:01.202',-0.060,0.060,0.050,0.140
'0:01.204',-0.040,0.050,0.050,0.140
'0:01.206',-0.050,0.080,0.080,0.170
'0:01.208',-0.060,0.090,0.090,0.170
'0:01.210',-0.050,0.070,0.080,0.150
'0:01.212',-0.040,0.050,0.070,0.140
'0:01.214',-0.020,0.030,0.070,0.120
'0:01.216',-0.010,0.030,0.070,0.120
'0:01.218',-0.010,0.030,0.070,0.120
'0:01.220',0.000,0.050,0.080,0.120
'0:01.222',0.000,0.060,0.070,0.120
'0:01.224',0.020,0.050,0.050,0.110
'0:01.226',0.050,0.040,0.030,0.100
'0:01.228',0.070,0.030,0.020,0.080
'0:01.230',0.090,0.010,0.000,0.070
'0:01.232',0.100,0.000,0.000,0.060
'0:01.234',0.090,0.010,0.010,0.060
'0:01.236',0.090,0.010,0.000,0.060
'0:01.238',0.120,-0.010,-0.020,0.040
'0:01.240',0.130,-0.020,-0.040,0.020
'0:01.242',0.140,-0.040,-0.050,0.010
'0:01.244',0.160,-0.050,-0.050,0.000
'0:01.246',0.170,-0.060,-0.040,0.000
'0:01.248',0.150,-0.050,-0.020,0.010
'0:01.250',0.130,-0.040,-0.010,0.020
'0:01.252',0.150,-0.050,-0.020,0.000
'0:01.254',0.160,-0.070,-0.050,-0.020
'0:01.256',0.190,-0.090,-0.070,-0.060
'0:01.258',0.210,-0.090,-0.090,-0.080
'0:01.260',0.220,-0.100,-0.100,-0.100
'0:01.262',0.210,-0.090,-0.100,-0.100
'0:01.264',0.200,-0.090,-0.100,-0.090
'0:01.266',0.210,-0.100,-0.100,-0.090
'0:01.268',0.210,-0.110,-0.100,-0.090
'0:01.270',0.210,-0.120,-0.110,-0.100
'0:01.272',0.220,-0.130,-0.120,-0.130
'0:01.274',0.220,-0.140,-0.120,-0.160
'0:01.276',0.210,-0.120,-0.120,-0.160
'0:01.278',0.200,-0.120,-0.120,-0.150
'0:01.280',0.200,-0.130,-0.120,-0.150
'0:01.282',0.200,-0.150,-0.110,-0.150
'0:01.284',0.210,-0.160,-0.110,-0.150
'0:01.286',0.220,-0.170,-0.100,-0.140
'0:01.288',0.220,-0.170,-0.100,-0.140
'0:01.290',0.200,-0.150,-0.080,-0.130
'0:01.292',0.180,-0.140,-0.080,-0.120
'0:01.294',0.180,-0.150,-0.080,-0.130
'0:01.296',0.180,-0.160,-0.080,-0.130
'0:01.298',0.170,-0.170,-0.070,-0.120
'0:01.300',0.160,-0.160,-0.060,-0.110
'0:01.302',0.150,-0.160,-0.060,-0.100
'0:01.304',0.130,-0.140,-0.040,-0.080
'0:01.306',0.120,-0.130,-0.030,-0.080
'0:01.308',0.120,-0.140,-0.030,-0.100
'0:01.310',0.130,-0.150,-0.040,-0.120
'0:01.312',0.120,-0.170,-0.040,-0.130
'0:01.314',0.110,-0.170,-0.040,-0.120
'0:01.316',0.100,-0.160,-0.030,-0.110
'0:01.318',0.070,-0.130,0.000,-0.080
'0:01.320',0.060,-0.110,0.000,-0.070
'0:01.322',0.050,-0.130,-0.020,-0.070
'0:01.324',0.060,-0.130,-0.020,-0.090
'0:01.326',0.060,-0.140,-0.030,-0.100
'0:01.328',0.070,-0.150,-0.030,-0.100
'0:01.330',0.080,-0.160,-0.020,-0.090
'0:01.332',0.050,-0.150,-0.010,-0.060
'0:01.334',0.030,-0.140,-0.010,-0.050
'0:01.336',0.030,-0.150,-0.020,-0.050
'0:01.338',0.030,-0.170,-0.030,-0.070
'0:01.340',0.020,-0.180,-0.050,-0.080
'0:01.342',0.010,-0.180,-0.060,-0.090
'0:01.344',0.010,-0.190,-0.060,-0.090
'0:01.346',0.000,-0.180,-0.050,-0.040
'0:01.348',-0.010,-0.160,-0.030,-0.020
'0:01.350',-0.020,-0.150,-0.020,-0.020
'0:01.352',-0.020,-0.150,-0.020,-0.020
'0:01.354',0.000,-0.140,-0.020,-0.020
'0:01.356',0.000,-0.140,-0.030,-0.040
'0:01.358',0.000,-0.130,-0.020,-0.060
'0:01.360',-0.010,-0.100,-0.020,-0.050
'0:01.362',-0.010,-0.090,-0.020,-0.030
'0:01.364',0.000,-0.090,-0.020,-0.020
'0:01.366',0.000,-0.090,-0.010,-0.010
'0:01.368',0.000,-0.080,-0.010,-0.010
'0:01.370',0.010,-0.070,-0.020,-0.010
'0:01.372',0.030,-0.060,-0.030,-0.010
'0:01.374',0.040,-0.040,-0.010,-0.020
'0:01.376',0.030,-0.040,-0.010,-0.030
'0:01.378',0.040,-0.040,-0.010,-0.030
'0:01.380',0.030,-0.050,-0.020,-0.030
'0:01.382',0.020,-0.060,-0.010,-0.030
'0:01.384',0.020,-0.070,-0.010,-0.030
'0:01.386',0.010,-0.070,-0.020,-0.030
'0:01.388',0.000,-0.050,-0.020,-0.020
'0:01.390',0.000,-0.040,-0.020,-0.030
'0:01.392',0.010,-0.030,-0.020,-0.060
'0:01.394',0.010,-0.040,-0.020,-0.070
'0:01.396',0.020,-0.050,-0.030,-0.070
'0:01.398',0.010,-0.040,-0.030,-0.070
'0:01.400',0.000,-0.020,-0.020,-0.060
'0:01.402',0.000,0.000,0.000,-0.030
'0:01.404',0.000,0.020,0.000,-0.020
'0:01.406',0.000,0.020,0.000,-0.040
'0:01.408',0.010,0.010,0.000,-0.060
'0:01.410',0.030,0.000,-0.010,-0.080
'0:01.412',0.040,0.000,-0.020,-0.080
'0:01.414',0.040,0.000,-0.010,-0.090
'0:01.416',0.030,0.030,0.010,-0.060
'0:01.418',0.020,0.050,0.020,-0.040
'0:01.420',0.020,0.060,0.020,-0.040
'0:01.422',0.030,0.070,0.020,-0.050
'0:01.424',0.050,0.070,0.010,-0.080
'0:01.426',0.060,0.050,0.000,-0.090
'0:01.428',0.060,0.040,-0.010,-0.090
'0:01.430',0.040,0.040,0.000,-0.060
'0:01.432',0.010,0.070,0.010,-0.020
'0:01.434',0.010,0.070,0.010,0.000
'0:01.436',0.010,0.060,0.000,0.000
'0:01.438',0.020,0.040,0.000,-0.010
'0:01.440',0.020,0.040,0.000,-0.030
'0:01.442',0.030,0.030,-0.030,-0.060
'0:01.444',0.040,0.020,-0.080,-0.080
'0:01.446',0.050,0.010,-0.130,-0.100
'0:01.448',0.070,0.000,-0.180,-0.160
'0:01.450',0.110,-0.010,-0.240,-0.230
'0:01.452',0.130,-0.030,-0.300,-0.300
'0:01.454',0.160,-0.040,-0.320,-0.320
'0:01.456',0.190,-0.020,-0.280,-0.320
'0:01.458',0.220,0.050,-0.140,-0.240
'0:01.460',0.220,0.160,0.070,-0.090
'0:01.462',0.230,0.310,0.370,0.090
'0:01.464',0.280,0.550,0.760,0.290
'0:01.466',0.390,0.900,1.210,0.520
'0:01.468',0.500,1.310,1.700,0.770
'0:01.470',0.640,1.760,2.240,1.050
'0:01.472',0.760,2.250,2.820,1.380
'0:01.474',0.850,2.750,3.430,1.730
'0:01.476',0.940,3.240,4.030,2.080
'0:01.478',1.010,3.710,4.590,2.420
'0:01.480',1.070,4.100,5.030,2.680
'0:01.482',1.090,4.380,5.310,2.850
'0:01.484',1.080,4.520,5.400,2.930
'0:01.486',1.030,4.510,5.320,2.950
'0:01.488',0.890,4.260,5.000,2.860
'0:01.490',0.620,3.710,4.440,2.640
'0:01.492',0.310,3.000,3.730,2.360
'0:01.494',0.030,2.300,2.990,2.070
'0:01.496',-0.150,1.690,2.320,1.760
'0:01.498',-0.270,1.190,1.750,1.470
'0:01.500',-0.330,0.800,1.270,1.190
'0:01.502',-0.350,0.510,0.860,0.940
'0:01.504',-0.360,0.240,0.510,0.680
'0:01.506',-0.350,0.010,0.210,0.450
'0:01.508',-0.330,-0.160,-0.050,0.250
'0:01.510',-0.310,-0.320,-0.270,0.070
'0:01.512',-0.300,-0.450,-0.450,-0.050
'0:01.514',-0.290,-0.530,-0.600,-0.150
'0:01.516',-0.300,-0.590,-0.700,-0.230
'0:01.518',-0.280,-0.650,-0.790,-0.310
'0:01.520',-0.260,-0.700,-0.870,-0.380
'0:01.522',-0.220,-0.730,-0.940,-0.450
'0:01.524',-0.190,-0.760,-0.990,-0.500
'0:01.526',-0.160,-0.790,-1.020,-0.550
'0:01.528',-0.130,-0.800,-1.050,-0.570
'0:01.530',-0.130,-0.800,-1.070,-0.580
'0:01.532',-0.130,-0.800,-1.090,-0.600
'0:01.534',-0.120,-0.800,-1.100,-0.610
'0:01.536',-0.100,-0.790,-1.110,-0.630
'0:01.538',-0.080,-0.790,-1.110,-0.650
'0:01.540',-0.070,-0.790,-1.110,-0.670
'0:01.542',-0.070,-0.790,-1.110,-0.670
'0:01.544',-0.070,-0.790,-1.090,-0.660
'0:01.546',-0.070,-0.790,-1.070,-0.660
'0:01.548',-0.060,-0.780,-1.040,-0.660
'0:01.550',-0.060,-0.760,-1.030,-0.660
'0:01.552',-0.040,-0.740,-1.020,-0.640
'0:01.554',-0.030,-0.720,-1.010,-0.630
'0:01.556',-0.020,-0.680,-0.990,-0.600
'0:01.558',-0.020,-0.650,-0.950,-0.580
'0:01.560',-0.010,-0.640,-0.940,-0.590
'0:01.562',0.000,-0.640,-0.930,-0.590
'0:01.564',0.020,-0.630,-0.910,-0.570
'0:01.566',0.020,-0.620,-0.900,-0.560
'0:01.568',0.030,-0.600,-0.890,-0.560
'0:01.570',0.030,-0.560,-0.870,-0.560
'0:01.572',0.030,-0.520,-0.850,-0.560
'0:01.574',0.030,-0.520,-0.840,-0.590
'0:01.576',0.030,-0.520,-0.820,-0.610
'0:01.578',0.040,-0.530,-0.800,-0.600
'0:01.580',0.040,-0.530,-0.790,-0.580
'0:01.582',0.040,-0.510,-0.770,-0.560
'0:01.584',0.030,-0.480,-0.750,-0.540
'0:01.586',0.030,-0.460,-0.740,-0.520
'0:01.588',0.040,-0.450,-0.730,-0.520
'0:01.590',0.050,-0.440,-0.730,-0.530
'0:01.592',0.060,-0.440,-0.720,-0.530
'0:01.594',0.070,-0.440,-0.720,-0.520
'0:01.596',0.090,-0.430,-0.710,-0.500
'0:01.598',0.100,-0.400,-0.690,-0.470
'0:01.600',0.070,-0.360,-0.660,-0.440
'0:01.602',0.080,-0.350,-0.640,-0.430
'0:01.604',0.100,-0.350,-0.630,-0.450
'0:01.606',0.100,-0.350,-0.630,-0.460
'0:01.608',0.110,-0.330,-0.630,-0.480
'0:01.610',0.120,-0.320,-0.620,-0.490
'0:01.612',0.130,-0.310,-0.600,-0.490
'0:01.614',0.130,-0.280,-0.590,-0.460
'0:01.616',0.120,-0.270,-0.580,-0.450
'0:01.618',0.120,-0.250,-0.580,-0.440
'0:01.620',0.140,-0.230,-0.580,-0.460
'0:01.622',0.170,-0.230,-0.580,-0.470
'0:01.624',0.180,-0.220,-0.580,-0.490
'0:01.626',0.190,-0.200,-0.560,-0.490
'0:01.628',0.190,-0.180,-0.550,-0.480
'0:01.630',0.210,-0.160,-0.550,-0.490
'0:01.632',0.230,-0.150,-0.550,-0.510
'0:01.634',0.250,-0.130,-0.550,-0.520
'0:01.636',0.270,-0.140,-0.550,-0.530
'0:01.638',0.280,-0.130,-0.550,-0.550
'0:01.640',0.280,-0.110,-0.550,-0.560
'0:01.642',0.280,-0.080,-0.540,-0.570
'0:01.644',0.310,-0.060,-0.540,-0.590
'0:01.646',0.340,-0.050,-0.540,-0.610
'0:01.648',0.370,-0.030,-0.550,-0.620
'0:01.650',0.390,-0.020,-0.550,-0.620
'0:01.652',0.400,0.000,-0.550,-0.620
'0:01.654',0.430,0.030,-0.540,-0.640
'0:01.656',0.450,0.060,-0.550,-0.650
'0:01.658',0.470,0.070,-0.550,-0.670
'0:01.660',0.500,0.090,-0.550,-0.690
'0:01.662',0.530,0.120,-0.540,-0.700
'0:01.664',0.560,0.150,-0.530,-0.710
'0:01.666',0.570,0.160,-0.520,-0.710
'0:01.668',0.590,0.190,-0.510,-0.710
'0:01.670',0.590,0.220,-0.490,-0.700
'0:01.672',0.600,0.230,-0.470,-0.700
'0:01.674',0.610,0.220,-0.460,-0.720
'0:01.676',0.600,0.230,-0.460,-0.720
'0:01.678',0.610,0.230,-0.460,-0.700
'0:01.680',0.610,0.240,-0.460,-0.690
'0:01.682',0.610,0.250,-0.440,-0.670
'0:01.684',0.580,0.280,-0.420,-0.610
'0:01.686',0.580,0.270,-0.400,-0.590
'0:01.688',0.580,0.250,-0.390,-0.600
'0:01.690',0.580,0.240,-0.380,-0.610
'0:01.692',0.570,0.220,-0.370,-0.620
'0:01.694',0.540,0.210,-0.370,-0.600
'0:01.696',0.500,0.190,-0.350,-0.560
'0:01.698',0.470,0.180,-0.340,-0.510
'0:01.700',0.450,0.160,-0.330,-0.470
'0:01.702',0.430,0.140,-0.320,-0.450
'0:01.704',0.400,0.120,-0.300,-0.420
'0:01.706',0.370,0.100,-0.280,-0.410
'0:01.708',0.340,0.060,-0.250,-0.380
'0:01.710',0.310,0.030,-0.240,-0.340
'0:01.712',0.260,0.010,-0.210,-0.280
'0:01.714',0.220,0.000,-0.190,-0.230
'0:01.716',0.180,-0.020,-0.180,-0.190
'0:01.718',0.140,-0.050,-0.160,-0.150
'0:01.720',0.100,-0.080,-0.150,-0.120
'0:01.722',0.060,-0.110,-0.140,-0.080
'0:01.724',0.020,-0.140,-0.140,-0.050
'0:01.726',-0.020,-0.150,-0.120,0.000
'0:01.728',-0.060,-0.180,-0.100,0.030
'0:01.730',-0.100,-0.220,-0.090,0.080
'0:01.732',-0.130,-0.250,-0.070,0.120
'0:01.734',-0.180,-0.280,-0.050,0.150
'0:01.736',-0.220,-0.310,-0.050,0.170
'0:01.738',-0.260,-0.320,-0.030,0.190
'0:01.740',-0.300,-0.310,-0.010,0.220
'0:01.742',-0.330,-0.330,0.000,0.240
'0:01.744',-0.350,-0.350,0.010,0.270
'0:01.746',-0.380,-0.370,0.030,0.290
'0:01.748',-0.410,-0.390,0.030,0.300
'0:01.750',-0.430,-0.400,0.050,0.330
'0:01.752',-0.450,-0.400,0.070,0.370
'0:01.754',-0.470,-0.380,0.100,0.410
'0:01.756',-0.470,-0.380,0.100,0.410
'0:01.758',-0.470,-0.390,0.100,0.400
'0:01.760',-0.470,-0.400,0.100,0.400
'0:01.762',-0.470,-0.420,0.090,0.400
'0:01.764',-0.470,-0.430,0.100,0.400
'0:01.766',-0.470,-0.420,0.110,0.420
'0:01.768',-0.480,-0.390,0.120,0.450
'0:01.770',-0.490,-0.370,0.120,0.450
'0:01.772',-0.480,-0.370,0.130,0.430
'0:01.774',-0.470,-0.370,0.110,0.410
'0:01.776',-0.450,-0.380,0.100,0.390
'0:01.778',-0.450,-0.390,0.100,0.390
'0:01.780',-0.470,-0.380,0.120,0.400
'0:01.782',-0.490,-0.350,0.140,0.430
'0:01.784',-0.500,-0.340,0.150,0.430
'0:01.786',-0.500,-0.330,0.140,0.430
'0:01.788',-0.490,-0.330,0.130,0.410
'0:01.790',-0.470,-0.330,0.140,0.390
'0:01.792',-0.450,-0.330,0.150,0.370
'0:01.794',-0.430,-0.320,0.150,0.360
'0:01.796',-0.430,-0.320,0.150,0.360
'0:01.798',-0.430,-0.320,0.150,0.360
'0:01.800',-0.430,-0.320,0.150,0.350
'0:01.802',-0.430,-0.320,0.140,0.340
'0:01.804',-0.420,-0.310,0.130,0.330
'0:01.806',-0.400,-0.310,0.120,0.310
'0:01.808',-0.390,-0.300,0.110,0.310
'0:01.810',-0.380,-0.260,0.120,0.320
'0:01.812',-0.360,-0.250,0.120,0.330
'0:01.814',-0.340,-0.250,0.100,0.330
'0:01.816',-0.330,-0.250,0.100,0.320
'0:01.818',-0.320,-0.240,0.090,0.320
'0:01.820',-0.300,-0.240,0.060,0.300
'0:01.822',-0.280,-0.240,0.050,0.270
'0:01.824',-0.280,-0.220,0.050,0.260
'0:01.826',-0.270,-0.220,0.030,0.230
'0:01.828',-0.250,-0.220,0.030,0.210
'0:01.830',-0.230,-0.210,0.030,0.200
'0:01.832',-0.220,-0.210,0.020,0.200
'0:01.834',-0.210,-0.200,0.010,0.190
'0:01.836',-0.190,-0.190,0.000,0.180
'0:01.838',-0.190,-0.170,0.000,0.190
'0:01.840',-0.180,-0.170,0.000,0.170
'0:01.842',-0.160,-0.170,-0.010,0.140
'0:01.844',-0.140,-0.180,-0.010,0.130
'0:01.846',-0.130,-0.180,0.000,0.130
'0:01.848',-0.130,-0.180,0.000,0.130
'0:01.850',-0.140,-0.170,0.000,0.140
'0:01.852',-0.150,-0.140,0.010,0.150
'0:01.854',-0.140,-0.130,0.030,0.140
'0:01.856',-0.130,-0.140,0.040,0.120
'0:01.858',-0.120,-0.150,0.030,0.100
'0:01.860',-0.100,-0.160,0.030,0.090
'0:01.862',-0.080,-0.170,0.040,0.090
'0:01.864',-0.070,-0.160,0.040,0.080
'0:01.866',-0.090,-0.130,0.060,0.100
'0:01.868',-0.090,-0.120,0.060,0.110
'0:01.870',-0.070,-0.120,0.040,0.090
'0:01.872',-0.030,-0.140,0.020,0.070
'0:01.874',-0.010,-0.150,0.010,0.050
'0:01.876',0.000,-0.160,0.010,0.040
'0:01.878',0.000,-0.150,0.010,0.040
'0:01.880',-0.020,-0.140,0.020,0.040
'0:01.882',-0.020,-0.140,0.020,0.050
'0:01.884',-0.030,-0.140,0.030,0.050
'0:01.886',-0.020,-0.130,0.040,0.050
'0:01.888',-0.020,-0.120,0.030,0.040
'0:01.890',-0.020,-0.130,0.030,0.020
'0:01.892',0.000,-0.140,0.030,0.010
'0:01.894',0.000,-0.120,0.050,0.020
'0:01.896',-0.010,-0.110,0.060,0.030
'0:01.898',-0.010,-0.120,0.060,0.020
'0:01.900',-0.010,-0.130,0.050,0.020
'0:01.902',-0.010,-0.120,0.040,0.020
'0:01.904',0.000,-0.120,0.040,0.020
'0:01.906',0.010,-0.120,0.040,0.010
'0:01.908',0.000,-0.100,0.050,0.020
'0:01.910',-0.010,-0.100,0.060,0.020
'0:01.912',0.000,-0.090,0.060,0.010
'0:01.914',0.000,-0.090,0.070,0.000
'0:01.916',0.000,-0.090,0.070,0.010
'0:01.918',0.000,-0.090,0.070,0.020
'0:01.920',0.000,-0.090,0.070,0.030
'0:01.922',-0.010,-0.070,0.070,0.040
'0:01.924',-0.010,-0.070,0.060,0.040
'0:01.926',-0.010,-0.070,0.050,0.020
'0:01.928',-0.010,-0.080,0.040,0.010
'0:01.930',0.000,-0.090,0.030,0.020
'0:01.932',0.000,-0.090,0.040,0.020
'0:01.934',0.000,-0.080,0.060,0.030
'0:01.936',-0.010,-0.050,0.070,0.060
'0:01.938',-0.020,-0.030,0.060,0.070
'0:01.940',-0.010,-0.030,0.050,0.040
'0:01.942',0.000,-0.040,0.060,0.020
'0:01.944',0.000,-0.040,0.050,0.010
'0:01.946',0.000,-0.050,0.040,0.020
'0:01.948',0.000,-0.070,0.040,0.030
'0:01.950',-0.020,-0.050,0.060,0.070
'0:01.952',-0.040,-0.030,0.070,0.080
'0:01.954',-0.020,-0.040,0.070,0.070
'0:01.956',0.000,-0.060,0.070,0.050
'0:01.958',0.000,-0.060,0.050,0.030
'0:01.960',0.010,-0.050,0.050,0.030
'0:01.962',0.000,-0.050,0.050,0.030
'0:01.964',-0.010,-0.030,0.060,0.040
'0:01.966',-0.020,-0.010,0.060,0.050
'0:01.968',-0.030,-0.010,0.050,0.050
'0:01.970',-0.020,-0.020,0.040,0.050
'0:01.972',-0.020,-0.040,0.030,0.050
'0:01.974',0.000,-0.040,0.020,0.030
'0:01.976',0.000,-0.050,0.010,0.020
'0:01.978',-0.010,-0.020,0.020,0.040
'0:01.980',-0.020,-0.020,0.030,0.040
'0:01.982',-0.030,-0.020,0.030,0.030
'0:01.984',-0.040,-0.030,0.020,0.030
'0:01.986',-0.040,-0.040,0.000,0.020
'0:01.988',-0.020,-0.060,0.000,0.020
'0:01.990',-0.010,-0.070,0.000,0.020
'0:01.992',-0.030,-0.050,0.000,0.040
'0:01.994',-0.030,-0.040,0.020,0.060
'0:01.996',-0.020,-0.060,0.030,0.060
'0:01.998',-0.020,-0.070,0.030,0.050
'0:02.000',-0.040,-0.070,0.030,0.060
'0:02.002',-0.040,-0.060,0.030,0.070
'0:02.004',-0.050,-0.070,0.010,0.060
'0:02.006',-0.050,-0.070,0.000,0.060
'0:02.008',-0.030,-0.080,0.000,0.050
'0:02.010',-0.020,-0.100,-0.010,0.040
'0:02.012',-0.020,-0.110,-0.010,0.050
'0:02.014',-0.030,-0.120,0.000,0.050
'0:02.016',-0.040,-0.110,0.020,0.070
'0:02.018',-0.050,-0.100,0.040,0.080
'0:02.020',-0.060,-0.070,0.050,0.110
'0:02.022',-0.070,-0.060,0.060,0.120
'0:02.024',-0.060,-0.070,0.060,0.110
'0:02.026',-0.050,-0.080,0.070,0.100
'0:02.028',-0.040,-0.090,0.070,0.090
'0:02.030',-0.030,-0.110,0.060,0.090
'0:02.032',-0.030,-0.110,0.060,0.100
'0:02.034',-0.030,-0.100,0.060,0.120
'0:02.036',-0.020,-0.090,0.070,0.130
'0:02.038',-0.010,-0.090,0.060,0.100
'0:02.040',0.000,-0.090,0.060,0.070
'0:02.042',0.030,-0.090,0.050,0.050
'0:02.044',0.040,-0.080,0.050,0.060
'0:02.046',0.050,-0.080,0.060,0.050
'0:02.048',0.040,-0.060,0.060,0.060
'0:02.050',0.030,-0.050,0.060,0.070
'0:02.052',0.030,-0.060,0.050,0.060
'0:02.054',0.030,-0.070,0.040,0.040
'0:02.056',0.040,-0.070,0.030,0.010
'0:02.058',0.050,-0.070,0.020,0.000
'0:02.060',0.060,-0.070,0.010,-0.010
'0:02.062',0.070,-0.040,0.010,0.010
'0:02.064',0.060,-0.040,0.020,0.010
'0:02.066',0.060,-0.040,0.020,0.000
'0:02.068',0.060,-0.040,0.010,0.000
'0:02.070',0.070,-0.040,0.000,-0.020
'0:02.072',0.070,-0.050,0.000,-0.050
'0:02.074',0.080,-0.050,0.000,-0.070
'0:02.076',0.070,-0.040,-0.010,-0.080
'0:02.078',0.080,-0.030,-0.010,-0.060
'0:02.080',0.090,-0.040,-0.010,-0.060
'0:02.082',0.070,-0.030,-0.010,-0.060
'0:02.084',0.050,-0.020,0.000,-0.050
'0:02.086',0.050,-0.020,-0.010,-0.050
'0:02.088',0.060,-0.020,-0.010,-0.060
'0:02.090',0.070,-0.010,0.000,-0.070
'0:02.092',0.070,-0.010,0.000,-0.070
'0:02.094',0.080,-0.010,-0.010,-0.080
'0:02.096',0.080,-0.010,-0.020,-0.080
'0:02.098',0.080,0.000,-0.010,-0.080
'0:02.100',0.070,0.000,-0.010,-0.080
'0:02.102',0.070,0.000,-0.020,-0.070
'0:02.104',0.070,0.000,-0.030,-0.050
'0:02.106',0.070,0.000,-0.040,-0.060
'0:02.108',0.080,-0.010,-0.070,-0.090
'0:02.110',0.110,-0.030,-0.100,-0.130
'0:02.112',0.150,-0.040,-0.130,-0.170
'0:02.114',0.180,-0.050,-0.180,-0.230
'0:02.116',0.200,-0.070,-0.240,-0.280
'0:02.118',0.220,-0.060,-0.280,-0.300
'0:02.120',0.230,-0.060,-0.270,-0.300
'0:02.122',0.250,-0.040,-0.210,-0.280
'0:02.124',0.270,0.010,-0.080,-0.210
'0:02.126',0.270,0.100,0.120,-0.050
'0:02.128',0.280,0.260,0.410,0.140
'0:02.130',0.340,0.520,0.790,0.360
'0:02.132',0.420,0.880,1.250,0.610
'0:02.134',0.520,1.300,1.770,0.880
'0:02.136',0.650,1.760,2.330,1.180
'0:02.138',0.740,2.220,2.920,1.510
'0:02.140',0.830,2.720,3.520,1.850
'0:02.142',0.910,3.210,4.100,2.190
'0:02.144',0.980,3.670,4.610,2.490
'0:02.146',1.030,4.040,4.960,2.680
'0:02.148',1.060,4.260,5.140,2.780
'0:02.150',1.060,4.330,5.160,2.800
'0:02.152',1.000,4.210,4.980,2.710
'0:02.154',0.800,3.800,4.530,2.540
'0:02.156',0.510,3.170,3.890,2.300
'0:02.158',0.210,2.480,3.200,2.020
'0:02.160',-0.010,1.860,2.540,1.760
'0:02.162',-0.140,1.350,1.970,1.480
'0:02.164',-0.200,0.930,1.470,1.200
'0:02.166',-0.230,0.600,1.030,0.940
'0:02.168',-0.240,0.330,0.650,0.700
'0:02.170',-0.230,0.110,0.340,0.470
'0:02.172',-0.210,-0.060,0.080,0.260
'0:02.174',-0.190,-0.210,-0.130,0.080
'0:02.176',-0.170,-0.330,-0.320,-0.060
'0:02.178',-0.140,-0.450,-0.480,-0.180
'0:02.180',-0.100,-0.550,-0.610,-0.280
'0:02.182',-0.090,-0.630,-0.710,-0.370
'0:02.184',-0.090,-0.680,-0.790,-0.430
'0:02.186',-0.060,-0.720,-0.860,-0.490
'0:02.188',-0.040,-0.740,-0.900,-0.540
'0:02.190',-0.040,-0.740,-0.940,-0.580
'0:02.192',-0.010,-0.760,-0.980,-0.620
'0:02.194',0.000,-0.770,-1.010,-0.640
'0:02.196',0.010,-0.790,-1.020,-0.670
'0:02.198',0.010,-0.800,-1.030,-0.680
'0:02.200',0.010,-0.800,-1.010,-0.680
'0:02.202',0.000,-0.790,-0.990,-0.660
'0:02.204',0.010,-0.770,-0.980,-0.660
'0:02.206',0.020,-0.770,-0.980,-0.680
'0:02.208',0.030,-0.770,-0.990,-0.690
'0:02.210',0.050,-0.770,-0.990,-0.690
'0:02.212',0.080,-0.780,-0.990,-0.690
