'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'0:01.132',0.060,0.050,0.080,0.020
'0:01.134',0.060,0.070,0.090,0.040
'0:01.136',0.060,0.070,0.080,0.040
'0:01.138',0.080,0.070,0.060,0.020
'0:01.140',0.090,0.060,0.050,0.000
'0:01.142',0.100,0.050,0.050,0.010
'0:01.144',0.100,0.040,0.050,0.010
'0:01.146',0.090,0.040,0.050,0.020
'0:01.148',0.070,0.060,0.050,0.040
'0:01.150',0.060,0.060,0.050,0.050
'0:01.152',0.070,0.040,0.020,0.030
'0:01.154',0.080,0.020,-0.020,-0.030
'0:01.156',0.110,0.010,-0.070,-0.100
'0:01.158',0.140,0.000,-0.130,-0.160
'0:01.160',0.170,-0.030,-0.200,-0.220
'0:01.162',0.170,-0.030,-0.240,-0.250
'0:01.164',0.170,-0.010,-0.220,-0.240
'0:01.166',0.180,0.040,-0.090,-0.180
'0:01.168',0.210,0.150,0.120,-0.040
'0:01.170',0.230,0.330,0.440,0.150
'0:01.172',0.270,0.580,0.860,0.380
'0:01.174',0.370,0.960,1.350,0.640
'0:01.176',0.490,1.410,1.920,0.920
'0:01.178',0.610,1.890,2.520,1.230
'0:01.180',0.730,2.380,3.140,1.560
'0:01.182',0.850,2.900,3.780,1.910
'0:01.184',0.970,3.420,4.400,2.270
'0:01.186',1.070,3.920,4.980,2.590
'0:01.188',1.170,4.340,5.430,2.830
'0:01.190',1.210,4.630,5.680,3.000
'0:01.192',1.210,4.750,5.760,3.060
'0:01.194',1.150,4.700,5.660,3.060
'0:01.196',1.010,4.440,5.340,2.950
'0:01.198',0.760,3.920,4.790,2.760
'0:01.200',0.460,3.250,4.060,2.500
'0:01.202',0.220,2.570,3.300,2.160
'0:01.204',0.050,1.980,2.610,1.810
'0:01.206',-0.030,1.490,2.000,1.460
'0:01.208',-0.080,1.070,1.460,1.130
'0:01.210',-0.100,0.710,1.010,0.850
'0:01.212',-0.140,0.410,0.630,0.600
'0:01.214',-0.160,0.170,0.300,0.380
'0:01.216',-0.160,-0.030,0.020,0.190
'0:01.218',-0.160,-0.190,-0.210,0.030
'0:01.220',-0.160,-0.330,-0.430,-0.110
'0:01.222',-0.150,-0.470,-0.600,-0.250
'0:01.224',-0.150,-0.580,-0.720,-0.360
'0:01.226',-0.140,-0.670,-0.820,-0.430
'0:01.228',-0.140,-0.730,-0.910,-0.490
'0:01.230',-0.150,-0.780,-0.970,-0.540
'0:01.232',-0.150,-0.790,-1.020,-0.560
'0:01.234',-0.170,-0.810,-1.060,-0.580
'0:01.236',-0.140,-0.830,-1.100,-0.630
'0:01.238',-0.110,-0.850,-1.140,-0.670
'0:01.240',-0.090,-0.860,-1.160,-0.690
'0:01.242',-0.070,-0.870,-1.170,-0.710
'0:01.244',-0.070,-0.870,-1.170,-0.720
'0:01.246',-0.090,-0.840,-1.170,-0.700
'0:01.248',-0.100,-0.810,-1.160,-0.680
'0:01.250',-0.090,-0.800,-1.140,-0.670
'0:01.252',-0.080,-0.790,-1.110,-0.680
'0:01.254',-0.060,-0.780,-1.090,-0.710
'0:01.256',-0.050,-0.770,-1.080,-0.720
'0:01.258',-0.030,-0.760,-1.060,-0.710
'0:01.260',-0.040,-0.730,-1.050,-0.680
'0:01.262',-0.050,-0.700,-1.030,-0.660
'0:01.264',-0.050,-0.700,-1.010,-0.650
'0:01.266',-0.050,-0.690,-0.980,-0.650
'0:01.268',-0.030,-0.680,-0.960,-0.640
'0:01.270',-0.010,-0.670,-0.960,-0.650
'0:01.272',0.010,-0.660,-0.940,-0.660
'0:01.274',0.000,-0.630,-0.910,-0.640
'0:01.276',-0.020,-0.600,-0.890,-0.600
'0:01.278',-0.040,-0.600,-0.870,-0.590
'0:01.280',-0.040,-0.590,-0.860,-0.580
'0:01.282',-0.040,-0.580,-0.860,-0.570
'0:01.284',-0.030,-0.570,-0.860,-0.560
'0:01.286',-0.020,-0.560,-0.860,-0.560
'0:01.288',-0.010,-0.530,-0.860,-0.560
'0:01.290',0.000,-0.510,-0.850,-0.560
'0:01.292',0.030,-0.510,-0.830,-0.570
'0:01.294',0.030,-0.510,-0.820,-0.570
'0:01.296',0.020,-0.500,-0.790,-0.560
'0:01.298',0.010,-0.490,-0.770,-0.550
'0:01.300',0.030,-0.480,-0.770,-0.540
'0:01.302',0.040,-0.440,-0.760,-0.520
'0:01.304',0.050,-0.420,-0.740,-0.510
'0:01.306',0.060,-0.420,-0.730,-0.520
'0:01.308',0.070,-0.430,-0.720,-0.520
'0:01.310',0.080,-0.430,-0.710,-0.530
'0:01.312',0.080,-0.420,-0.710,-0.520
'0:01.314',0.060,-0.410,-0.710,-0.510
'0:01.316',0.060,-0.390,-0.690,-0.490
'0:01.318',0.060,-0.380,-0.670,-0.480
'0:01.320',0.060,-0.380,-0.670,-0.500
'0:01.322',0.070,-0.370,-0.670,-0.530
'0:01.324',0.080,-0.370,-0.660,-0.550
'0:01.326',0.100,-0.360,-0.660,-0.560
'0:01.328',0.100,-0.350,-0.660,-0.540
'0:01.330',0.090,-0.320,-0.650,-0.530
'0:01.332',0.090,-0.290,-0.640,-0.500
'0:01.334',0.100,-0.270,-0.640,-0.500
'0:01.336',0.110,-0.260,-0.650,-0.530
'0:01.338',0.130,-0.260,-0.650,-0.570
'0:01.340',0.160,-0.270,-0.660,-0.580
'0:01.342',0.190,-0.280,-0.660,-0.590
'0:01.344',0.190,-0.260,-0.650,-0.590
'0:01.346',0.180,-0.220,-0.640,-0.560
'0:01.348',0.190,-0.200,-0.630,-0.540
'0:01.350',0.210,-0.180,-0.620,-0.540
'0:01.352',0.230,-0.180,-0.620,-0.560
'0:01.354',0.240,-0.170,-0.650,-0.600
'0:01.356',0.260,-0.170,-0.660,-0.620
'0:01.358',0.280,-0.150,-0.660,-0.610
'0:01.360',0.280,-0.130,-0.650,-0.600
'0:01.362',0.280,-0.120,-0.640,-0.600
'0:01.364',0.280,-0.110,-0.620,-0.600
'0:01.366',0.300,-0.090,-0.610,-0.620
'0:01.368',0.320,-0.090,-0.600,-0.640
'0:01.370',0.330,-0.090,-0.590,-0.660
'0:01.372',0.360,-0.070,-0.590,-0.660
'0:01.374',0.370,-0.050,-0.580,-0.650
'0:01.376',0.380,-0.040,-0.580,-0.640
'0:01.378',0.390,-0.040,-0.570,-0.630
'0:01.380',0.380,-0.040,-0.560,-0.620
'0:01.382',0.380,-0.030,-0.550,-0.610
'0:01.384',0.390,-0.020,-0.540,-0.610
'0:01.386',0.400,-0.020,-0.540,-0.620
'0:01.388',0.400,-0.010,-0.540,-0.620
'0:01.390',0.400,-0.010,-0.530,-0.620
'0:01.392',0.410,-0.020,-0.530,-0.620
'0:01.394',0.410,-0.030,-0.510,-0.590
'0:01.396',0.390,-0.040,-0.500,-0.560
'0:01.398',0.380,-0.040,-0.480,-0.550
'0:01.400',0.370,-0.040,-0.470,-0.520
'0:01.402',0.350,-0.040,-0.470,-0.490
'0:01.404',0.340,-0.060,-0.480,-0.500
'0:01.406',0.320,-0.080,-0.470,-0.510
'0:01.408',0.300,-0.100,-0.450,-0.490
'0:01.410',0.280,-0.100,-0.430,-0.460
'0:01.412',0.250,-0.110,-0.410,-0.430
'0:01.414',0.210,-0.110,-0.380,-0.380
'0:01.416',0.180,-0.090,-0.360,-0.320
'0:01.418',0.170,-0.090,-0.340,-0.290
'0:01.420',0.160,-0.100,-0.330,-0.270
'0:01.422',0.130,-0.110,-0.310,-0.250
'0:01.424',0.090,-0.130,-0.280,-0.220
'0:01.426',0.060,-0.140,-0.250,-0.170
'0:01.428',0.020,-0.140,-0.210,-0.110
'0:01.430',0.000,-0.120,-0.180,-0.050
'0:01.432',-0.040,-0.120,-0.160,0.000
'0:01.434',-0.070,-0.140,-0.120,0.030
'0:01.436',-0.090,-0.160,-0.090,0.040
'0:01.438',-0.110,-0.170,-0.070,0.060
'0:01.440',-0.120,-0.170,-0.050,0.070
'0:01.442',-0.150,-0.170,-0.020,0.120
'0:01.444',-0.180,-0.160,0.000,0.170
'0:01.446',-0.200,-0.160,0.020,0.200
'0:01.448',-0.220,-0.150,0.040,0.240
'0:01.450',-0.240,-0.150,0.060,0.260
'0:01.452',-0.250,-0.150,0.070,0.270
'0:01.454',-0.250,-0.140,0.070,0.270
'0:01.456',-0.240,-0.130,0.080,0.280
'0:01.458',-0.250,-0.110,0.100,0.320
'0:01.460',-0.250,-0.110,0.120,0.350
'0:01.462',-0.260,-0.110,0.130,0.370
'0:01.464',-0.260,-0.100,0.150,0.380
'0:01.466',-0.270,-0.090,0.150,0.390
'0:01.468',-0.270,-0.080,0.150,0.380
'0:01.470',-0.280,-0.070,0.150,0.360
'0:01.472',-0.290,-0.050,0.140,0.340
'0:01.474',-0.290,-0.060,0.150,0.330
'0:01.476',-0.290,-0.080,0.150,0.320
'0:01.478',-0.300,-0.100,0.150,0.330
'0:01.480',-0.320,-0.090,0.160,0.350
'0:01.482',-0.320,-0.090,0.170,0.350
'0:01.484',-0.310,-0.080,0.190,0.360
'0:01.486',-0.320,-0.060,0.210,0.360
'0:01.488',-0.310,-0.050,0.190,0.340
'0:01.490',-0.290,-0.060,0.170,0.330
'0:01.492',-0.270,-0.080,0.150,0.320
'0:01.494',-0.260,-0.080,0.140,0.310
'0:01.496',-0.260,-0.070,0.140,0.320
'0:01.498',-0.260,-0.070,0.130,0.330
'0:01.500',-0.250,-0.050,0.140,0.340
'0:01.502',-0.240,-0.060,0.140,0.330
'0:01.504',-0.220,-0.070,0.140,0.300
'0:01.506',-0.210,-0.080,0.130,0.280
'0:01.508',-0.200,-0.070,0.140,0.270
'0:01.510',-0.190,-0.070,0.140,0.260
'0:01.512',-0.200,-0.060,0.140,0.260
'0:01.514',-0.230,-0.030,0.150,0.270
'0:01.516',-0.240,-0.030,0.150,0.270
'0:01.518',-0.230,-0.030,0.140,0.250
'0:01.520',-0.200,-0.020,0.130,0.230
'0:01.522',-0.180,-0.010,0.120,0.210
'0:01.524',-0.180,-0.010,0.110,0.210
'0:01.526',-0.160,-0.020,0.090,0.210
'0:01.528',-0.170,0.000,0.110,0.250
'0:01.530',-0.190,0.000,0.130,0.260
'0:01.532',-0.190,0.010,0.140,0.240
'0:01.534',-0.160,0.000,0.130,0.220
'0:01.536',-0.150,0.000,0.110,0.190
'0:01.538',-0.140,0.000,0.100,0.170
'0:01.540',-0.120,0.000,0.100,0.160
'0:01.542',-0.120,0.020,0.110,0.200
'0:01.544',-0.140,0.030,0.120,0.230
'0:01.546',-0.140,0.030,0.120,0.240
'0:01.548',-0.150,0.030,0.120,0.240
'0:01.550',-0.140,0.020,0.120,0.220
'0:01.552',-0.130,0.020,0.130,0.200
'0:01.554',-0.110,0.020,0.130,0.170
'0:01.556',-0.090,0.020,0.120,0.160
'0:01.558',-0.090,0.010,0.120,0.170
'0:01.560',-0.080,0.000,0.110,0.170
'0:01.562',-0.070,0.000,0.120,0.190
'0:01.564',-0.070,0.010,0.130,0.210
'0:01.566',-0.070,0.030,0.130,0.200
'0:01.568',-0.070,0.030,0.110,0.190
'0:01.570',-0.060,0.050,0.120,0.210
'0:01.572',-0.050,0.060,0.130,0.210
'0:01.574',-0.040,0.060,0.130,0.200
'0:01.576',-0.040,0.050,0.130,0.200
'0:01.578',-0.040,0.040,0.120,0.200
'0:01.580',-0.040,0.050,0.110,0.210
'0:01.582',-0.050,0.060,0.110,0.220
'0:01.584',-0.050,0.090,0.120,0.240
'0:01.586',-0.040,0.100,0.120,0.220
'0:01.588',-0.020,0.100,0.110,0.180
'0:01.590',0.000,0.090,0.100,0.160
'0:01.592',0.000,0.070,0.100,0.150
'0:01.594',0.010,0.070,0.100,0.160
'0:01.596',0.000,0.070,0.110,0.170
'0:01.598',-0.010,0.080,0.120,0.200
'0:01.600',-0.020,0.080,0.120,0.210
'0:01.602',-0.020,0.060,0.120,0.200
'0:01.604',-0.020,0.060,0.110,0.170
'0:01.606',-0.010,0.050,0.100,0.150
'0:01.608',0.000,0.050,0.100,0.140
'0:01.610',0.000,0.050,0.110,0.140
'0:01.612',0.000,0.070,0.130,0.160
'0:01.614',-0.020,0.090,0.150,0.190
'0:01.616',-0.010,0.090,0.150,0.180
'0:01.618',0.000,0.080,0.140,0.170
'0:01.620',0.010,0.080,0.130,0.130
'0:01.622',0.030,0.070,0.110,0.100
'0:01.624',0.040,0.070,0.100,0.090
'0:01.626',0.050,0.090,0.100,0.120
'0:01.628',0.040,0.110,0.110,0.130
'0:01.630',0.020,0.100,0.120,0.140
'0:01.632',0.010,0.090,0.120,0.140
'0:01.634',0.020,0.090,0.110,0.130
'0:01.636',0.020,0.080,0.110,0.110
'0:01.638',0.030,0.070,0.100,0.070
'0:01.640',0.030,0.090,0.090,0.070
'0:01.642',0.020,0.100,0.090,0.080
'0:01.644',0.020,0.090,0.100,0.090
'0:01.646',0.010,0.080,0.110,0.090
'0:01.648',0.010,0.080,0.110,0.100
'0:01.650',0.010,0.070,0.110,0.100
'0:01.652',0.020,0.070,0.120,0.090
'0:01.654',0.030,0.080,0.120,0.100
'0:01.656',0.030,0.100,0.130,0.100
'0:01.658',0.040,0.090,0.110,0.090
'0:01.660',0.040,0.070,0.100,0.100
'0:01.662',0.030,0.060,0.090,0.110
'0:01.664',0.010,0.060,0.090,0.130
'0:01.666',0.020,0.070,0.100,0.130
'0:01.668',0.020,0.080,0.110,0.140
'0:01.670',0.010,0.100,0.120,0.120
'0:01.672',0.010,0.090,0.110,0.090
'0:01.674',0.030,0.080,0.110,0.070
'0:01.676',0.040,0.080,0.110,0.070
'0:01.678',0.040,0.080,0.110,0.070
'0:01.680',0.040,0.070,0.100,0.070
'0:01.682',0.030,0.080,0.090,0.080
'0:01.684',0.020,0.080,0.100,0.080
'0:01.686',0.010,0.070,0.100,0.060
'0:01.688',0.010,0.060,0.090,0.040
'0:01.690',0.030,0.040,0.070,0.030
'0:01.692',0.050,0.030,0.070,0.030
'0:01.694',0.050,0.020,0.070,0.030
'0:01.696',0.020,0.040,0.100,0.060
'0:01.698',0.010,0.060,0.110,0.100
'0:01.700',0.020,0.060,0.110,0.100
'0:01.702',0.040,0.050,0.100,0.070
'0:01.704',0.060,0.050,0.090,0.040
'0:01.706',0.080,0.040,0.080,0.030
'0:01.708',0.080,0.030,0.070,0.030
'0:01.710',0.060,0.040,0.060,0.040
'0:01.712',0.040,0.050,0.070,0.060
'0:01.714',0.020,0.060,0.080,0.070
'0:01.716',0.030,0.050,0.080,0.070
'0:01.718',0.040,0.040,0.070,0.070
'0:01.720',0.050,0.040,0.060,0.050
'0:01.722',0.050,0.040,0.060,0.040
'0:01.724',0.040,0.060,0.050,0.030
'0:01.726',0.040,0.060,0.060,0.040
'0:01.728',0.040,0.070,0.060,0.050
'0:01.730',0.030,0.070,0.070,0.070
'0:01.732',0.030,0.060,0.070,0.090
'0:01.734',0.030,0.050,0.070,0.100
'0:01.736',0.040,0.050,0.080,0.090
'0:01.738',0.040,0.060,0.070,0.070
'0:01.740',0.030,0.050,0.050,0.080
'0:01.742',0.040,0.040,0.050,0.090
'0:01.744',0.030,0.030,0.050,0.100
'0:01.746',0.010,0.020,0.060,0.110
'0:01.748',0.010,0.030,0.070,0.110
'0:01.750',0.010,0.020,0.070,0.110
'0:01.752',0.010,0.020,0.060,0.090
'0:01.754',0.010,0.030,0.040,0.070
'0:01.756',0.010,0.020,0.030,0.060
'0:01.758',0.010,0.010,0.040,0.060
'0:01.760',0.010,0.000,0.050,0.050
'0:01.762',0.000,0.000,0.070,0.070
'0:01.764',-0.020,0.000,0.080,0.090
'0:01.766',-0.030,0.010,0.090,0.120
'0:01.768',-0.030,0.020,0.090,0.130
'0:01.770',-0.010,0.030,0.090,0.110
'0:01.772',0.000,0.030,0.100,0.100
'0:01.774',0.000,0.030,0.110,0.090
'0:01.776',0.000,0.020,0.110,0.090
'0:01.778',0.000,0.020,0.110,0.090
'0:01.780',-0.020,0.050,0.130,0.100
'0:01.782',-0.030,0.070,0.140,0.120
'0:01.784',-0.020,0.070,0.130,0.120
'0:01.786',0.000,0.070,0.130,0.090
'0:01.788',0.000,0.070,0.120,0.070
'0:01.790',0.020,0.050,0.120,0.060
'0:01.792',0.020,0.040,0.110,0.060
'0:01.794',0.020,0.050,0.110,0.060
'0:01.796',0.010,0.060,0.110,0.080
'0:01.798',0.010,0.070,0.110,0.080
'0:01.800',0.010,0.060,0.090,0.060
'0:01.802',0.020,0.060,0.090,0.030
'0:01.804',0.030,0.060,0.080,0.000
'0:01.806',0.030,0.060,0.070,0.000
'0:01.808',0.040,0.060,0.060,0.000
'0:01.810',0.040,0.100,0.070,0.030
'0:01.812',0.030,0.110,0.080,0.050
'0:01.814',0.030,0.090,0.070,0.050
'0:01.816',0.040,0.070,0.070,0.040
'0:01.818',0.060,0.040,0.060,0.020
'0:01.820',0.070,0.040,0.050,0.000
'0:01.822',0.080,0.060,0.050,0.000
'0:01.824',0.080,0.090,0.050,0.000
'0:01.826',0.090,0.100,0.050,0.000
'0:01.828',0.100,0.100,0.040,0.000
'0:01.830',0.100,0.090,0.040,-0.010
'0:01.832',0.090,0.090,0.040,-0.010
'0:01.834',0.090,0.080,0.040,-0.030
'0:01.836',0.090,0.090,0.040,-0.040
'0:01.838',0.090,0.100,0.040,-0.050
'0:01.840',0.110,0.080,0.040,-0.050
'0:01.842',0.110,0.060,0.030,-0.060
'0:01.844',0.100,0.050,0.030,-0.050
'0:01.846',0.100,0.040,0.030,-0.030
'0:01.848',0.090,0.050,0.020,-0.030
'0:01.850',0.090,0.050,0.020,-0.030
'0:01.852',0.100,0.060,0.010,-0.050
'0:01.854',0.120,0.060,-0.010,-0.100
'0:01.856',0.160,0.050,-0.060,-0.160
'0:01.858',0.200,0.020,-0.130,-0.220
'0:01.860',0.230,0.000,-0.190,-0.270
'0:01.862',0.240,-0.010,-0.200,-0.280
'0:01.864',0.240,0.010,-0.140,-0.230
'0:01.866',0.230,0.110,0.020,-0.110
'0:01.868',0.230,0.250,0.260,0.030
'0:01.870',0.270,0.440,0.580,0.200
'0:01.872',0.360,0.720,0.980,0.400
'0:01.874',0.470,1.090,1.450,0.630
'0:01.876',0.590,1.510,1.980,0.910
'0:01.878',0.700,1.960,2.560,1.230
'0:01.880',0.790,2.450,3.150,1.560
'0:01.882',0.880,2.930,3.730,1.910
'0:01.884',0.950,3.370,4.260,2.240
'0:01.886',1.000,3.710,4.670,2.480
'0:01.888',1.030,3.940,4.910,2.600
'0:01.890',1.030,4.040,4.980,2.630
'0:01.892',1.000,4.000,4.890,2.600
'0:01.894',0.870,3.770,4.570,2.490
'0:01.896',0.640,3.280,4.030,2.300
'0:01.898',0.390,2.680,3.380,2.040
'0:01.900',0.180,2.100,2.740,1.750
'0:01.902',0.060,1.600,2.170,1.450
'0:01.904',-0.010,1.190,1.670,1.160
'0:01.906',-0.040,0.860,1.250,0.890
'0:01.908',-0.070,0.590,0.890,0.670
'0:01.910',-0.080,0.360,0.570,0.470
'0:01.912',-0.080,0.170,0.310,0.300
'0:01.914',-0.090,0.020,0.090,0.160
'0:01.916',-0.090,-0.100,-0.080,0.030
'0:01.918',-0.080,-0.210,-0.250,-0.080
'0:01.920',-0.080,-0.300,-0.400,-0.200
'0:01.922',-0.080,-0.370,-0.520,-0.280
'0:01.924',-0.070,-0.450,-0.620,-0.350
'0:01.926',-0.050,-0.530,-0.700,-0.410
'0:01.928',-0.030,-0.580,-0.750,-0.450
'0:01.930',-0.030,-0.610,-0.800,-0.480
'0:01.932',-0.040,-0.640,-0.830,-0.510
'0:01.934',-0.040,-0.670,-0.870,-0.530
'0:01.936',-0.050,-0.670,-0.900,-0.540
'0:01.938',-0.050,-0.680,-0.930,-0.580
'0:01.940',-0.050,-0.700,-0.940,-0.600
'0:01.942',-0.040,-0.700,-0.930,-0.610
'0:01.944',-0.030,-0.690,-0.930,-0.610
'0:01.946',-0.030,-0.680,-0.930,-0.620
'0:01.948',-0.030,-0.670,-0.920,-0.630
'0:01.950',-0.040,-0.640,-0.910,-0.620
'0:01.952',-0.040,-0.630,-0.910,-0.630
'0:01.954',-0.020,-0.620,-0.900,-0.650
'0:01.956',0.000,-0.630,-0.890,-0.660
'0:01.958',0.000,-0.630,-0.880,-0.650
'0:01.960',0.000,-0.610,-0.850,-0.630
'0:01.962',0.000,-0.570,-0.830,-0.610
'0:01.964',-0.020,-0.530,-0.810,-0.590
'0:01.966',-0.020,-0.510,-0.810,-0.580
'0:01.968',-0.010,-0.510,-0.820,-0.580
'0:01.970',0.000,-0.500,-0.810,-0.600
'0:01.972',0.020,-0.490,-0.800,-0.620
'0:01.974',0.020,-0.480,-0.770,-0.610
'0:01.976',0.020,-0.460,-0.750,-0.590
'0:01.978',0.000,-0.440,-0.730,-0.560
'0:01.980',0.000,-0.430,-0.730,-0.550
'0:01.982',0.000,-0.420,-0.720,-0.540
'0:01.984',0.000,-0.410,-0.700,-0.540
'0:01.986',0.010,-0.400,-0.690,-0.540
'0:01.988',0.020,-0.400,-0.680,-0.550
'0:01.990',0.030,-0.400,-0.680,-0.560
'0:01.992',0.050,-0.390,-0.660,-0.540
'0:01.994',0.060,-0.380,-0.640,-0.530
'0:01.996',0.050,-0.380,-0.620,-0.520
'0:01.998',0.040,-0.370,-0.600,-0.500
'0:02.000',0.040,-0.360,-0.590,-0.480
'0:02.002',0.050,-0.350,-0.600,-0.480
'0:02.004',0.060,-0.340,-0.600,-0.490
'0:02.006',0.070,-0.310,-0.590,-0.480
'0:02.008',0.080,-0.300,-0.570,-0.470
'0:02.010',0.080,-0.300,-0.560,-0.460
'0:02.012',0.070,-0.290,-0.560,-0.460
'0:02.014',0.060,-0.280,-0.540,-0.450
'0:02.016',0.060,-0.280,-0.530,-0.440
'0:02.018',0.070,-0.270,-0.520,-0.440
'0:02.020',0.080,-0.240,-0.520,-0.440
'0:02.022',0.090,-0.230,-0.520,-0.450
'0:02.024',0.090,-0.230,-0.520,-0.460
'0:02.026',0.100,-0.230,-0.510,-0.460
'0:02.028',0.090,-0.230,-0.500,-0.460
'0:02.030',0.080,-0.210,-0.490,-0.450
'0:02.032',0.080,-0.190,-0.490,-0.430
'0:02.034',0.090,-0.170,-0.480,-0.420
'0:02.036',0.100,-0.170,-0.470,-0.430
'0:02.038',0.120,-0.170,-0.470,-0.450
'0:02.040',0.140,-0.160,-0.490,-0.460
'0:02.042',0.160,-0.150,-0.500,-0.460
'0:02.044',0.170,-0.140,-0.490,-0.470
'0:02.046',0.170,-0.130,-0.480,-0.460
'0:02.048',0.180,-0.100,-0.470,-0.450
'0:02.050',0.180,-0.080,-0.460,-0.450
'0:02.052',0.190,-0.070,-0.460,-0.480
'0:02.054',0.210,-0.060,-0.460,-0.500
'0:02.056',0.250,-0.060,-0.460,-0.510
'0:02.058',0.280,-0.060,-0.460,-0.520
'0:02.060',0.290,-0.060,-0.450,-0.520
'0:02.062',0.290,-0.050,-0.440,-0.510
'0:02.064',0.280,-0.030,-0.430,-0.490
'0:02.066',0.290,-0.020,-0.430,-0.490
'0:02.068',0.310,-0.010,-0.450,-0.500
'0:02.070',0.340,0.000,-0.450,-0.520
'0:02.072',0.360,0.010,-0.450,-0.530
'0:02.074',0.390,0.000,-0.450,-0.540
'0:02.076',0.400,0.000,-0.450,-0.540
'0:02.078',0.390,0.010,-0.450,-0.530
'0:02.080',0.370,0.020,-0.440,-0.520
'0:02.082',0.360,0.030,-0.440,-0.520
'0:02.084',0.370,0.030,-0.440,-0.520
'0:02.086',0.370,0.020,-0.430,-0.520
'0:02.088',0.380,0.010,-0.430,-0.540
'0:02.090',0.370,0.010,-0.430,-0.530
'0:02.092',0.350,0.020,-0.420,-0.510
'0:02.094',0.330,0.010,-0.410,-0.490
'0:02.096',0.310,0.000,-0.400,-0.480
'0:02.098',0.290,0.000,-0.390,-0.460
'0:02.100',0.290,-0.010,-0.370,-0.440
'0:02.102',0.280,-0.020,-0.370,-0.430
'0:02.104',0.280,-0.010,-0.360,-0.430
'0:02.106',0.270,-0.010,-0.350,-0.410
'0:02.108',0.260,-0.030,-0.350,-0.390
'0:02.110',0.240,-0.050,-0.340,-0.360
'0:02.112',0.190,-0.060,-0.330,-0.330
'0:02.114',0.140,-0.060,-0.330,-0.290
'0:02.116',0.110,-0.060,-0.310,-0.260
'0:02.118',0.100,-0.050,-0.280,-0.230
'0:02.120',0.080,-0.050,-0.260,-0.210
'0:02.122',0.070,-0.070,-0.240,-0.190
'0:02.124',0.060,-0.080,-0.220,-0.170
'0:02.126',0.030,-0.110,-0.190,-0.140
'0:02.128',0.000,-0.120,-0.160,-0.090
'0:02.130',-0.030,-0.120,-0.130,-0.050
'0:02.132',-0.070,-0.130,-0.100,0.010
'0:02.134',-0.110,-0.130,-0.090,0.060
'0:02.136',-0.130,-0.130,-0.070,0.050
'0:02.138',-0.140,-0.140,-0.050,0.050
'0:02.140',-0.150,-0.150,-0.040,0.060
'0:02.142',-0.150,-0.150,-0.010,0.080
'0:02.144',-0.160,-0.150,0.000,0.110
'0:02.146',-0.200,-0.140,0.020,0.150
'0:02.148',-0.220,-0.120,0.040,0.190
'0:02.150',-0.220,-0.130,0.050,0.210
'0:02.152',-0.220,-0.130,0.050,0.220
'0:02.154',-0.230,-0.130,0.050,0.210
'0:02.156',-0.230,-0.130,0.060,0.210
'0:02.158',-0.220,-0.130,0.070,0.210
'0:02.160',-0.230,-0.130,0.080,0.240
'0:02.162',-0.250,-0.120,0.080,0.270
'0:02.164',-0.250,-0.120,0.080,0.270
'0:02.166',-0.250,-0.110,0.090,0.280
'0:02.168',-0.240,-0.100,0.090,0.280
'0:02.170',-0.240,-0.090,0.100,0.260
'0:02.172',-0.240,-0.090,0.100,0.250
'0:02.174',-0.250,-0.080,0.110,0.260
'0:02.176',-0.260,-0.070,0.110,0.270
'0:02.178',-0.260,-0.080,0.120,0.280
'0:02.180',-0.260,-0.090,0.130,0.290
'0:02.182',-0.260,-0.080,0.130,0.280
'0:02.184',-0.260,-0.090,0.110,0.270
'0:02.186',-0.260,-0.100,0.090,0.250
'0:02.188',-0.250,-0.090,0.090,0.240
'0:02.190',-0.250,-0.080,0.090,0.250
'0:02.192',-0.240,-0.080,0.090,0.240
'0:02.194',-0.240,-0.080,0.090,0.230
'0:02.196',-0.250,-0.080,0.100,0.230
'0:02.198',-0.250,-0.070,0.110,0.230
'0:02.200',-0.250,-0.060,0.110,0.240
'0:02.202',-0.260,-0.040,0.110,0.240
'0:02.204',-0.250,-0.030,0.100,0.230
'0:02.206',-0.220,-0.040,0.080,0.210
'0:02.208',-0.200,-0.050,0.080,0.200
'0:02.210',-0.180,-0.050,0.090,0.200
'0:02.212',-0.180,-0.040,0.100,0.200
'0:02.214',-0.170,-0.040,0.100,0.200
'0:02.216',-0.160,-0.030,0.110,0.210
'0:02.218',-0.160,-0.020,0.110,0.220
'0:02.220',-0.160,-0.030,0.100,0.200
'0:02.222',-0.140,-0.050,0.090,0.180
'0:02.224',-0.130,-0.050,0.080,0.180
'0:02.226',-0.140,-0.040,0.080,0.160
'0:02.228',-0.150,-0.040,0.070,0.160
'0:02.230',-0.160,-0.030,0.080,0.180
'0:02.232',-0.160,-0.020,0.090,0.190
'0:02.234',-0.140,-0.010,0.090,0.180
'0:02.236',-0.130,-0.010,0.080,0.160
'0:02.238',-0.120,-0.010,0.070,0.140
'0:02.240',-0.110,-0.020,0.060,0.130
'0:02.242',-0.100,-0.020,0.050,0.130
'0:02.244',-0.100,-0.020,0.060,0.150
'0:02.246',-0.100,-0.010,0.080,0.170
'0:02.248',-0.090,0.000,0.070,0.180
'0:02.250',-0.080,0.000,0.070,0.190
'0:02.252',-0.070,0.000,0.060,0.170
'0:02.254',-0.050,0.000,0.050,0.160
'0:02.256',-0.030,0.000,0.060,0.140
